CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-I-009-NYCE-2009,"ELECTRONICA-AUDIO Y VIDEO-DISCOS COMPACTOS, DISCOS VERSATILES DIGITALES Y DISCOS BLUE-RAY GRABADOS COMO AUDIO, VIDEO Y DATOS-INFORMACION COMERCIAL Y MARCADO PARA LA IDENTIFICACION DEL FABRICANTE. (CANCELA A LA  NMX-I-009-NYCE-2008).",2010-01-28T00:00:00Z,DEFINITIVA,DISCOS COMPACTOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-010/01-NYCE-2009,ELECTRONICA-COMPONENTES-CODIGO PARA EL MARCADO  DE LOS RESISTORES Y CAPACITORES. (CANCELA A LA  NMX-I-010/01-NYCE-2004).,2009-11-09T00:00:00Z,DEFINITIVA,CAPACITORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-010/02-NYCE-2005,PRODUCTOS ELECTROTECNICOS-COMPONENTES-GUIA PARA LA SELECCION DE LOS COLORES A UTILIZAR PARA EL MARCADO DE LOS CAPACITORES Y LOS RESISTORES (CANCELA A LA NMX-I-010/02-NYCE-2000).,2005-08-15T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-011-NYCE-2003,ELECTRONICA-APARATOS ELECTRONICOS-MAQUINAS COPIADORAS Y/O DUPLICADORAS PARA LA REPRODUCCION DE DOCUMENTOS.,2003-10-31T00:00:00Z,DEFINITIVA,COPIADORA,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-012-NYCE-2009,ELECTRONICA-COMPONENTES-CAPACITORES DE PAPEL PARA CORRIENTE CONTINUA (CANCELA A LA NMX-I-012-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,CAPACITORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-013-NYCE-2003,"ELECTRONICA-CONECTORES DE RADIOFRECUENCIA, CONJUNTOS CONECTORES CABLEADOS Y CABLES-MEDICION DEL NIVEL DE INTERMODULACION.",2004-03-01T00:00:00Z,DEFINITIVA,CONECTORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-014-NYCE-2007,"SISTEMAS DE VALORES LIMITES DE RAYOS CATODICOS, VALVULAS ELECTRONICAS Y DISPOSITIVOS SEMICONDUCTORES ANALOGOS (CANCELA A LA NMX-I-014-NYCE-2002).",2008-02-14T00:00:00Z,DEFINITIVA,SEMICONDUCTORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-015-NYCE-2007,SISTEMAS DE UTILIZACION OPTIMA DE TUBOS DE RAYOS CATODICOS (CANCELA A LA NMX-I-015-NYCE-2002).,2008-03-06T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-016-NYCE-2009,METODOS PARA LA MEDICION DE LAS CAPACITANCIAS INTERELECTRODICAS DIRECTAS DE LOS TUBOS Y LAS VALVULAS ELECTRONICAS (CANCELA A LA NMX-I-016-NYCE-2002).,2009-04-15T00:00:00Z,DEFINITIVA,MÉTODO DE MEDICIÓN,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-017-NYCE-2005,"PRODUCTOS ELECTROTECNICOS-COMPONENTES-SERIES DE VALORES NORMALES PARA RESISTORES Y CAPACITORES (CANCELA A LA NMX-I-017-NYCE-2000).
",2005-08-15T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-018-NYCE-2009,ELECTRONICA-COMPONENTES-CAPACITORES DE POLIESTIRENO (CANCELA A LA NMX-I-018-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,CAPACITORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-019/01-NYCE-2005,"SIMBOLOS GRAFICOS EMPLEADOS EN DIAGRAMAS-PARTE 01. SIMBOLOS (LITERALES Y GRAFICOS) Y ESQUEMAS EN ELECTROTECNIA-DISPOSITIVOS SEMICONDUCTORES, CAPACITORES (CANCELA A LA NMX-I-259-1999-NYCE).",2005-03-01T00:00:00Z,DEFINITIVA,SIMBOLOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-019/02-NYCE-2005,SIMBOLOS GRAFICOS EMPLEADOS EN DIAGRAMAS-PARTE 02. SIMBOLOS-DISPOSITIVOS INTEGRADOS EN BASE A SEMICONDUCTOR (CANCELA A LAS NMX-I-269-NYCE-1999 Y NMX-I-108-1972).,2005-03-01T00:00:00Z,DEFINITIVA,SIMBOLOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-019/09-NYCE-2002,SIMBOLOS GRAFICOS EMPLEADOS EN DIAGRAMAS-PARTE 09. EQUIPOS PERIFERICOS Y DE CONMUTACION (CANCELA A LA NMX-I-019/09-1987).,2002-10-09T00:00:00Z,DEFINITIVA,SIMBOLOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-020-NYCE-2009,ELECTRONICA-TERMINOLOGIA DE VIDRIO EMPLEADO EN LA INDUSTRIA ELECTRONICA. (CANCELA A LA NMX-I-020-NYCE-2003).,2010-01-28T00:00:00Z,DEFINITIVA,TERMINOLOGÍA,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-021-NYCE-2009,ELECTRONICA-EQUIPOS Y COMPONENTES ELECTRONICOS-METODOS DE PRUEBAS-METODOS DE PRUEBAS ELECTRICAS PARA COMPONENTES DE USO ELECTRONICO. (CANCELA A LA NMX-I-021-NYCE-2001).,2010-01-28T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-022-NYCE-2004,ELECTRONICA-EQUIPO DE MEDICION-SOFOMETROS ELECTRONICOS PARA USO EN CIRCUITOS DE TIPO TELEFONICO.,2004-12-01T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-023-NYCE-2003,ELECTRONICA-PRODUCTOS ELECTRONICOS-TRANSFORMADORES DE AUDIOFRECUENCIA (CANCELA A LA NMX-I-023-1986).,2003-10-31T00:00:00Z,DEFINITIVA,TRANSFORMADORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-024-NYCE-2006,TELECOMUNICACIONES-PAR CONSTITUIDO POR UN MODEM DIGITAL Y UN MODEM ANALOGICO PARA USO EN LA RED TELEFONICA PUBLICA CONMUTADA (RTPC) A VELOCIDADES DE SEÑALIZACION DE DATOS DE HASTA 56 000 BIT/S EN SENTIDO DESCENDENTE Y HASTA 33 600 BIT/S EN SENTIDO ASCENDENTE (CANCELA A LAS NMX-I-024-CT-1986 Y NMX-I-178-CT-1987).,2007-01-05T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-025-NYCE-2004,ELECTRONICA-CONECTORES-ROSETAS TELEFONICAS.,2004-12-01T00:00:00Z,DEFINITIVA,CONECTORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-026-NYCE-2007,"CAPACITORES VARIABLES CON DIELECTRICO DE AIRE DE USO ELECTRONICO (CANCELA A LA NMX-I-026-NYCE-2002).
",2008-03-06T00:00:00Z,DEFINITIVA,CAPACITORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-027-NYCE-2009,ELECTRONICA-APARATOS ELECTRONICOS-DESCONECTADOR DE LINEA A CONTROL REMOTO (CANCELA A LA NMX-I-027-NYCE-2003).,2009-04-15T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-028-NYCE-2007,"DENSIDAD DE FLUJO Y LA ENERGIA EN EL ENTREHIERRO, DE ALTAVOCES DE BOBINA MOVIL (CANCELA A LA NMX-I-028-NYCE-2002).",2008-03-06T00:00:00Z,DEFINITIVA,ALTAVOCES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-029-NYCE-2009,TELECOMUNICACIONES-RADIOCOMUNICACIONES-VOCABULARIO. (CANCELA A LA NMX-I-029-1968).,2010-01-28T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-030-NYCE-2007,"TRANSFORMADORES Y BOBINAS DE F.I. Y R.F. PARA RADIORRECEPTORES, TELEVISORES Y EQUIPOS SIMILARES (CANCELA A LA NMX-I-030-NYCE-2002).",2007-11-30T00:00:00Z,DEFINITIVA,TRANSFORMADORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-031-NYCE-2008,"ELECTRONICA-AUDIO Y VIDEO-PANTALLAS DE TELEVISION Y MONITORES-METODO DE MEDICION DEL AREA VISIBLE (CANCELA A LA NMX-I-031-NYCE-2002).
",2008-06-13T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-032-NYCE-2009,PRODUCTOS ELECTRONICOS-TUBOS DE RAYOS CATODICOS PROTEGIDOS INTRINSECAMENTE CONTRA IMPLOSION-REQUISITOS DE SEGURIDAD Y METODOS DE PRUEBA. (CANCELA A LA  NMX-I-032-NYCE-2003).,2009-05-21T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-033-NYCE-2009,ELECTRONICA-YUGOS DE DEFLEXION EMPLEADOS EN RECEPTORES MONOCROMATICOS DE TELEVISION-METODOS DE PRUEBAS ELECTRICAS Y ELECTROMAGNETICAS DE SUS PROPIEDADES ESENCIALES. (CANCELA A LA NMX-I-033-NYCE-2001).,2010-01-28T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-034/01-NYCE-2007,ELECTRONICA-SISTEMAS DE DETECCION Y ALARMA DE INCENDIO-PARTE 01: GENERALIDADES Y DEFINICIONES.,2007-11-27T00:00:00Z,DEFINITIVA,SISTEMAS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-034/02-NYCE-2008,"ELECTRONICA–SISTEMAS DE DETECCION Y ALARMA DE INCENDIO–PARTE 02: EQUIPO DE CONTROL E INDICACION.
",2008-05-09T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-034/03-NYCE-2005,"ELECTRONICA-SISTEMAS DE DETECCION Y ALARMA DE INCENDIO-PARTE 03: DETECTORES DE HUMO-DETECTORES PUNTUALES QUE UTILIZAN EL PRINCIPIO DE DIFUSION DE LUZ, DE TRANSMISION DE LUZ O DE IONIZACION.",2005-08-15T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-035-NYCE-2011,ELECTRÓNICA-SEGURIDAD-SEGURIDAD DE LOS EQUIPOS ELECTRÓNICOS.,2012-06-15T00:00:00Z,DEFINITIVA,APARATOS ELECTRONICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-036-NYCE-2007,REQUISITOS GENERALES DE CINESCOPIOS PARA TELEVISION MONOCROMATICA (CANCELA A LA NMX-I-036-NYCE-2002).,2008-03-06T00:00:00Z,DEFINITIVA,CINESCOPIOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-037-NYCE-2009,ELECTRONICA-DESIGNACION DE TIPOS DE ZOCALOS PARA VALVULAS ELECTRONICAS Y TRANSISTORES. (CANCELA A LA NMX-I-037-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,VALVULAS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-038-NYCE-2009,ELECTRONICA-DEFINICIONES DEL VIDRIO EMPLEADO EN CINESCOPIOS. (CANCELA A LA NMX-I-038-NYCE-2003).,2010-01-28T00:00:00Z,DEFINITIVA,CINESCOPIOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-039-NYCE-2009,TELECOMUNICACIONES-ANTENAS-METODOS DE MEDICION PARA EQUIPO DE RADIO UTILIZADO EN LOS SERVICIOS MOVILES-METODOS DE MEDICION PARA ANTENAS Y EQUIPO AUXILIAR (CANCELA A LA  NMX-I-039-NYCE-2004).,2009-11-09T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-040-NYCE-2011,ELECTRONICA-AUDIO Y VIDEO-CINTAS RECUBIERTAS DE MATERIALES MAGNETIZABLES PARA REGISTRO Y/O REPRODUCCION DE SONIDO (CANCELA A LA NMX-I-040-NYCE-2001).,2011-04-21T00:00:00Z,DEFINITIVA,CINTAS MAGNETICAS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-043-NYCE-2005,CUADROS Y/O SISTEMAS ELECTRONICOS DE SEÑALIZACION ACUSTICA Y VISUAL (CANCELA A LA NMX-I-043-1972).,2005-11-29T00:00:00Z,DEFINITIVA,SIMBOLOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-044-NYCE-2007,SISTEMAS MAGNETICOS EMPLEADOS EN ALTAVOCES DE BOBINA MOVIL (CANCELA A LA NMX-I-044-NYCE-2002).,2007-11-30T00:00:00Z,DEFINITIVA,ALTAVOCES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-046-NYCE-2009,ELECTRONICA-CALCULADORAS ELECTRONICAS DE ESCRITORIO Y/O PORTATILES. (CANCELA A LA NMX-I-046-NYCE-2001).,2010-01-28T00:00:00Z,DEFINITIVA,CALCULADORAS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-047-NYCE-2001,ELECTRONICA-AUDIO Y VIDEO-CASETES (CANCELA A LA NMX-I-047-1983).,2001-09-24T00:00:00Z,DEFINITIVA,CASSETES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-048-NYCE-2005,CONSUMO DE ENERGIA DE LOS EQUIPOS DE TECNOLOGIA DE LA INFORMACION-METODOS DE MEDICION.,2005-08-15T00:00:00Z,DEFINITIVA,MÉTODO DE MUESTREO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-049-NYCE-2007,IMPEDANCIAS Y MARCAS DE POLARIDAD PARA ALTAVOCES DE BOBINA MOVIL (CANCELA A LA NMX-I-049-NYCE-2002).,2008-03-06T00:00:00Z,DEFINITIVA,ALTAVOCES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-050-NYCE-2006,TELECOMUNICACIONES-CABLES-DESIGNACION DE CABLES USADOS EN TELECOMUNICACIONES (CANCELA A LA NMX-I-050-NYCE-2001).,2006-11-03T00:00:00Z,DEFINITIVA,CABLE,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-051-CT-1982,CORDON REDONDO PARA APARATO TELEFONICO                                                                                                                                                                                                                        ,1982-11-08T00:00:00Z,DEFINITIVA,TELEFONO,INDUSTRIA ELECTRÓNICA,CTNN DE LA INDUSTRIA ELECTRÓNICA Y DE COMUNICACIONES ELÉCTRICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1982/nmx-i-051-ct-1982.pdf
NMX-I-052/01-NYCE-2003,PRODUCTOS ELECTRONICOS-EQUIPOS DE RECEPCION DE LA RADIOCOMUNICACION QUE OPERAN EN MUY ALTAS O ULTRA-ALTAS FRECUENCIAS (VHF O UHF) CON MODULACION DE FRECUENCIA (CANCELA A LA NMX-I-052/01-1983).,2004-03-01T00:00:00Z,DEFINITIVA,RADIO RECEPTOR,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-052/02-NYCE-2003,PRODUCTOS ELECTRONICOS-EQUIPOS TRANSMISORES DE RADIOCOMUNICACION QUE OPERAN EN MUY ALTAS O ULTRA ALTAS FRECUENCIAS (VHF O UHF) CON MODULACION DE FRECUENCIA (CANCELA A LA NMX-I-052/02-1983).,2004-03-01T00:00:00Z,DEFINITIVA,APARATOS Y EQUIPO ELECTRONICO,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-053-NYCE-2010,ELECTRONICA-METODOS DE PRUEBA PARA FUENTES DE ALIMENTACION (CANCELA A LA NMX-I-053-NYCE-2004).,2010-05-27T00:00:00Z,DEFINITIVA,MÉTODO DE PRUEBA,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-054-NYCE-2009,TELECOMUNICACIONES-EQUIPOS MULTIPLEX DE 12 CANALES PARA LINEA TELEFONICA (CANCELA A LA NMX-I-054-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-056-NYCE-2011,ELECTRONICA-AUDIO Y VIDEO-DISCOS FONOGRAFICOS (CANCELA A LA NMX-I-056-NYCE-2001).,2011-06-30T00:00:00Z,DEFINITIVA,DOCUMENTOS FONOGRÁFICOS,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-057/01-NYCE-2009,TELECOMUNICACIONES-MODULACION POR IMPULSOS CODIFICADOS (MIC) DE FRECUENCIAS VOCALES-VOCABULARIO (CANCELA A LA NMX-I-057/01-NYCE-2003).,2009-08-18T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-057/02-NYCE-2009,TELECOMUNICACIONES-MODULACION POR IMPULSOS CODIFICADOS (MIC) DE FRECUENCIAS VOCALES -CODIFICACION DE LAS SEÑALES ANALOGICAS (CANCELA A LA NMX-I-057/02-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-057/03-NYCE-2009,TELECOMUNICACIONES-MODULACION POR IMPULSOS CODIFICADOS (MIC) DE FRECUENCIAS VOCALES-ESPECIFICACIONES DE CALIDAD DE LOS CANALES MIC (CANCELA A LA NMX-I-057/03-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-057/04-NYCE-2009,TELECOMUNICACIONES-MODULACION POR IMPULSOS CODIFICADOS (MIC) DE FRECUENCIAS VOCALES-ESPECIFICACIONES DE LOS EQUIPOS MULTIPLEX PRIMARIOS MIC PARA 2 048 KBIT/S (CANCELA A LA  NMX-I-057/04-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,TELECOMUNICACIONES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-058-NYCE-2009,PRODUCTOS ELECTRONICOS-FONOCAPTORES (CANCELA A LA NMX-I-058-NYCE-2003).,2009-04-15T00:00:00Z,DEFINITIVA,FONOCAPTORES,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-059-1982,"""CABLE TELEFÓNICO DE DITRIBUCIÓN AUTOSOPORTADO""                                                                                                                                                                                                               ",1982-04-19T00:00:00Z,DEFINITIVA,CABLE,INDUSTRIA ELECTRÓNICA,CTNN DE LA INDUSTRIA ELECTRÓNICA Y DE COMUNICACIONES ELÉCTRICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1982/nmx-i-059-1982.pdf
NMX-I-059/01-NYCE-2005,TECNOLOGIA DE LA INFORMACION- SOFTWARE -MODELOS DE PROCESOS Y EVALUACION PARA DESARROLLO Y MANTENIMIENTO DE SOFTWARE-PARTE 01: DEFINICION DE CONCEPTOS Y PRODUCTOS.,2005-08-15T00:00:00Z,DEFINITIVA,SOFTWARE,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-059/02-NYCE-2011,TECNOLOGIA DE LA INFORMACION- SOFTWARE -MODELOS DE PROCESOS Y EVALUACION PARA DESARROLLO Y MANTENIMIENTO DE SOFTWARE-PARTE 02: REQUISITOS DE PROCESOS (MOPROSOFT) (CANCELA A LA NMX-I-059/02-NYCE-2005).,2011-05-20T00:00:00Z,DEFINITIVA,SOFTWARE,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-059/03-NYCE-2005,TECNOLOGIA DE LA INFORMACION- SOFTWARE -MODELOS DE PROCESOS Y EVALUACION PARA DESARROLLO Y MANTENIMIENTO DE SOFTWARE-PARTE 03: GUIA DE IMPLANTACION DE PROCESOS.,2005-08-15T00:00:00Z,DEFINITIVA,SOFTWARE,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-059/04-NYCE-2005,TECNOLOGIA DE LA INFORMACION- SOFTWARE -MODELOS DE PROCESOS Y EVALUACION PARA DESARROLLO Y MANTENIMIENTO DE SOFTWARE-PARTE 04: DIRECTRICES PARA LA EVALUACIÓN DE PROCESOS (EVALPROSOFT).,2005-08-15T00:00:00Z,DEFINITIVA,SOFTWARE,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
NMX-I-060-1977,CORDÓN PARA CONMUTADOR TELEFÓNICO.                                                                                                                                                                                                                             ,1977-08-26T00:00:00Z,DEFINITIVA,CONMUTADOR,INDUSTRIA ELECTRÓNICA,CTNN DE LA INDUSTRIA ELECTRÓNICA Y DE COMUNICACIONES ELÉCTRICAS.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1977/nmx-i-060-1977.pdf
NMX-I-061-NYCE-2009,ELECTRONICA-SINTONIZADORES DE CANALES DE CONMUTACION ROTATIVA PARA RECEPTORES DE TELEVISION EN LA BANDA DE MUY ALTA FRECUENCIA (CANCELA A LA NMX-I-061-NYCE-2003).,2009-11-09T00:00:00Z,DEFINITIVA,TELEVISOR,INDUSTRIA ELECTRÓNICA,NO APLICA,"NORMALIZACIÓN Y CERTIFICACIÓN ELECTRONICA, A. C. (NYCE)",NO APLICA
