CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,F. ENTRADA EN VIGOR,TIPO NORMA,NORMA INTERNACIONAL,PRODUCTO,CONCORDANCIA,RAE,DEPENDENCIA,CCNN,DOCUMENTO
NOM-003-SCT/2008,"CARACTERÍSTICAS DE LAS ETIQUETAS DE ENVASES Y EMBALAJES, DESTINADAS AL TRANSPORTE DE SUBSTANCIAS, MATERIALES Y RESIDUOS PELIGROSOS.",2008-08-15T00:00:00Z,2008-11-10T00:00:00Z,DEFINITIVA,CONSULTAR EL TEXTO DE LA NOM,MATERIALES PELIGROSOS,TOTALMENTE,SERVICIOS RELACIONADOS CON EL TRANSPORTE,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE AEREO (SCT3),http://www.economia-noms.gob.mx/normas/noms/2008/003sct2008.pdf
NOM-003-SCT1-1993,ESPECIFICACIONES Y REQUERIMIENTOS PARA LA INSTALACIÓN Y OPERACIÓN DE  ESTACIONES DE RADIO-DIFUSIÓN DE TELEVISIÓN MONOCROMA Y A COLOR (BANDAS  VHF Y UHF).,1993-11-15T00:00:00Z,1993-11-16T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,EQUIPOS Y SISTEMAS DE COMUNICACION,NO APLICA,"RADIO, TELEVISIÓN Y OTRAS TELECOMUNICACIONES",S. COMUNICACIONES Y TRANSPORTES,CCNN DE TELECOMUNICACIONES (SCT1),http://www.economia-noms.gob.mx/normas/noms/1993/003sct1.pdf
NOM-003-SCT3-2010,"QUE ESTABLECE EL USO DENTRO DEL ESPACIO AÉREO MEXICANO, DEL TRANSPONDEDOR PARA AERONAVES, ASÍ COMO LOS CRITERIOS PARA SU INSTALACIÓN, ESPECIFICACIONES Y PROCEDIMIENTOS DE OPERACIÓN.",2012-02-24T00:00:00Z,2012-04-24T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM.,AERONAVES,TOTALMENTE,TRANSPORTE AÉREO,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE AEREO (SCT3),http://www.economia-noms.gob.mx/normas/noms/2010/003sct32012.pdf
NOM-003-SECRE-2011,DISTRIBUCIÓN DE GAS NATURAL Y GAS LICUADO DE PETRÓLEO POR DUCTOS,2013-05-13T00:00:00Z,2013-07-12T00:00:00Z,DEFINITIVA,ESTA NORMA NO TIENE CONCORDANCIA CON NINGUNA NORMA INTERNACIONAL,GAS,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SECRETARÍA DE ENERGÍA,CCNN DE GAS NATURAL (SECRE),http://www.economia-noms.gob.mx/normas/noms/2010/003secre2013.pdf
NOM-003-SEDG-2004,"ESTACIONES DE GAS L.P. PARA CARBURACIÓN. DISEÑO Y CONSTRUCCIÓN.
",2005-04-28T00:00:00Z,2005-08-26T00:00:00Z,DEFINITIVA,NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL,GAS,NO APLICA,CONSTRUCCIÓN DE OBRA DE INGENIERÍA CIVIL U OBRA PESADA,SECRETARÍA DE ENERGÍA,CCNN DE GAS L.P. (SEDG),http://www.economia-noms.gob.mx/normas/noms/2005/nom003sedg2004.pdf
NOM-003-SEGOB-2011,"SEÑALES Y AVISOS PARA PROTECCIÓN CIVIL.- COLORES, FORMAS Y SÍMBOLOS A UTILIZAR.",2011-12-23T00:00:00Z,2012-03-22T00:00:00Z,DEFINITIVA,CAPÍTULO 6 DE LA NORMA INTERNACIONAL ISO 6309,SEÑALAMIENTO,TOTALMENTE,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE GOBERNACIÓN,CCNN DE SEGURIDAD PUBLICA,http://www.economia-noms.gob.mx/normas/noms/2010/003segob2011.pdf
NOM-003-SEMARNAT-1997,QUE ESTABLECE LOS LÍMITES MÁXIMOS PERMISIBLES DE CONTAMINANTES PARA  LAS AGUAS RESIDUALES TRATADAS QUE SE REUSEN EN SERVICIOS AL PÚBLICO.,1998-09-21T00:00:00Z,1998-09-22T00:00:00Z,DEFINITIVA,NO EXISTE COCNORDANCIA,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN PARA LA PROTECCION AMBIENTAL (ECOL).,http://www.economia-noms.gob.mx/normas/noms/1998/003ecol.pdf
NOM-003-SSA1-2006,"SALUD AMBIENTAL. REQUISITOS SANITARIOS QUE DEBE SATISFACER EL ETIQUETADO DE PINTURAS, TINTAS, BARNICES, LACAS Y ESMALTES.",2008-08-04T00:00:00Z,2010-09-26T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO ES EQUIVALENTE CON NORMAS INTERNACIONALES.,LACAS,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2008/mod003ssa1.pdf
NOM-003-SSA3-2010,PARA LA PRÁCTICA DE LA HEMODIÁLISIS.,2010-07-08T00:00:00Z,2010-09-05T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,EQUIPO MEDICO,NO APLICA,SERVICIOS MÉDICOS DE CONSULTA EXTERNA Y SERVICIOS RELACIONADOS,SECRETARÍA DE SALUD,"CCNN DE INNOVACION, DESARROLLO, TECNOLOGIAS E INFORMACION EN SALUD",http://www.economia-noms.gob.mx/normas/noms/2010/003ssa3010.pdf
NOM-003-STPS-1999,ACTIVIDADES AGRÍCOLAS - USO DE INSUMOS FITOSANITARIOS O PLAGUICIDAS E  INSUMOS DE NUTRICIÓN VEGETAL O FERTILIZANTES - CONDICIONES DE SEGURIDAD  E HIGIENE.,1999-12-28T00:00:00Z,2000-06-28T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL.,PROTECCION AMBIENTAL,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/1999/003stps.pdf
NOM-003-ZOO-1994,CRITERIOS PARA LA OPERACIÓN DE LABORATORIOS DE PRUEBAS APROBADOS EN  MATERIA ZOOSANITARIA.,1994-04-28T00:00:00Z,1994-04-29T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,SERVICIOS,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/1994/003-zoo.pdf
NOM-004-CONAGUA-1996,REQUISITOS PARA LA PROTECCIÓN DE ACUÍFEROS DURANTE EL MANTENIMIENTO Y REHABILITACIÓN DE POZOS DE EXTRACCIÓN DE AGUA Y PARA EL CIERRE DE POZOS EN GENERAL.,1997-08-08T00:00:00Z,1998-02-04T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,PROTECCION AMBIENTAL,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SEMARNAT,CCNN DEL SECTOR AGUA (CONAGUA),http://www.economia-noms.gob.mx/normas/noms/NOM'/004-cna.pdf
NOM-004-ENER-2008,"EFICIENCIA ENERGÉTICA DE BOMBAS Y CONJUNTO MOTOR-BOMBA, PARA BOMBEO DE AGUA LIMPIA, EN POTENCIAS DE 0,187 KW A 0,746 KW. LÍMITES, MÉTODOS DE PRUEBA Y ETIQUETADO.",2008-07-25T00:00:00Z,2008-09-23T00:00:00Z,DEFINITIVA,ISO 9906 (FIRST EDITION 1999-12-15),BOMBAS,TOTALMENTE,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2008/004ener2008.pdf
NOM-004-ENER-2014,"EFICIENCIA ENERGÉTICA PARA EL CONJUNTO MOTOR-BOMBA, PARA BOMBEO DE AGUA LIMPIA DE USO DOMÉSTICO, EN POTENCIAS DE 0,180 KW (¼ HP) HASTA 0,750 KW (1 HP).- LÍMITES, MÉTODOS DE PRUEBA Y ETIQUETADO.",2014-09-30T00:00:00Z,2014-11-29T00:00:00Z,DEFINITIVA,NORMA ISO 9906 (2012).,BOMBAS,PARCIALMENTE,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2010/004ener2014.pdf
NOM-004-NUCL-2013,CLASIFICACIÓN DE LOS DESECHOS RADIACTIVOS.,2013-05-07T00:00:00Z,2013-07-07T00:00:00Z,DEFINITIVA,NO ES POSIBLE ESTABLECER CONCORDANCIA CON NORMAS INTERNACIONALES,MATERIAL RADIOACTIVO,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE ENERGÍA,CCNN DE SEGURIDAD NUCLEAR Y SALVAGUARDIAS (NUCL),http://www.economia-noms.gob.mx/normas/noms/2010/004nucl2013.pdf
NOM-004-PESC-1993,"PARA REGULAR EL APROVECHAMIENTO DE LA ALMEJA CATARINA, EN AGUAS DE  JURISDICCIÓN FEDERAL DE LOS ESTADOS DE BAJA CALIFORNIA Y BAJA  CALIFORNIA SUR.",1993-12-21T00:00:00Z,1993-12-22T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,ALMEJA,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1993/004pesc.pdf
NOM-004-SCFI-2006,"INFORMACIÓN COMERCIAL-ETIQUETADO DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR, SUS ACCESORIOS Y ROPA DE CASA.",2006-06-21T00:00:00Z,2006-08-21T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,INFORMACION COMERCIAL,NO APLICA,COMERCIO AL POR MAYOR DE PRODUCTOS TEXTILES Y CALZADO,SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2006/nom004scfi2006.pdf
NOM-004-SCT/2008,"SISTEMAS DE IDENTIFICACIÓN DE UNIDADES DESTINADAS AL TRANSPORTE DE SUBSTANCIAS, MATERIALES Y RESIDUOS PELIGROSOS.",2008-08-18T00:00:00Z,2008-11-11T00:00:00Z,DEFINITIVA,CONSULTAR TEXTO DE LA NOM,MATERIALES PELIGROSOS,TOTALMENTE,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2008/004sct2008.pdf
NOM-004-SCT1-1993,ESPECIFICACIONES Y REQUERIMIENTOS PARA LA INSTALACIÓN Y OPERACIÓN DE  SISTEMAS DESTINADOS AL SERVICIO DE MÚSICA CONTINUA.,1993-11-16T00:00:00Z,1993-11-17T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,EQUIPOS Y SISTEMAS DE COMUNICACION,NO APLICA,"RADIO, TELEVISIÓN Y OTRAS TELECOMUNICACIONES",S. COMUNICACIONES Y TRANSPORTES,CCNN DE TELECOMUNICACIONES (SCT1),http://www.economia-noms.gob.mx/normas/noms/1993/04-sct1.pdf
NOM-004-SEDG-2004,"INSTALACIONES DE APROVECHAMIENTO DE GAS L.P. DISEÑO Y CONSTRUCCIÓN.
",2004-12-02T00:00:00Z,2005-01-31T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,GAS,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SECRETARÍA DE ENERGÍA,CCNN DE GAS L.P. (SEDG),http://www.economia-noms.gob.mx/normas/noms/2004/004sedg.pdf
NOM-004-SEMARNAT-2002,PROTECCIÓN AMBIENTAL.- LODOS Y BIOSÓLIDOS.-ESPECIFICACIONES Y LÍMITES MÁXIMOS PERMISIBLES DE CONTAMINANTES PARA SU APROVECHAMIENTO Y DISPOSICIÓN FINAL.,2003-08-15T00:00:00Z,2003-11-08T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO CONCUERDA CON NINGUNA NORMA O LINEAMIENTO INTERNACIONAL,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SEMARNAT,CCNN DEL MEDIO AMBIENTE Y RECURSOS NATURALES,http://www.economia-noms.gob.mx/normas/noms/2003/004semarnat.pdf
NOM-004-SSA1-1993,"SALUD AMBIENTAL. LIMITACIONES Y REQUISITOS SANITARIOS PARA EL USO DE  MONÓXIDO DE PLOMO (LITARGIRIO), ÓXIDO ROJO DE PLOMO (MINIO) Y DEL  CARBONATO BÁSICO DE PLOMO.(ALBAYALDE)",1994-08-12T00:00:00Z,1994-08-13T00:00:00Z,DEFINITIVA,SIN REFERENCIA EN EL TEXTO.,PROTECCION AMBIENTAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1994/004-ssa1.pdf
NOM-004-SSA1-2013,SALUD AMBIENTAL. LIMITACIONES Y ESPECIFICACIONES SANITARIAS PARA EL USO DE LOS COMPUESTOS DE PLOMO.,2014-05-02T00:00:00Z,2015-05-02T00:00:00Z,DEFINITIVA,ESTA NORMA NO ES EQUIVALENTE A NINGUNA NORMA INTERNACIONAL,PROTECCION AMBIENTAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/004ssa12014.pdf
NOM-004-SSA3-2012,DEL EXPEDIENTE CLÍNICO.,2012-10-15T00:00:00Z,2012-12-14T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,SERVICIOS MÉDICOS,NO APLICA,SERVICIOS MÉDICOS DE CONSULTA EXTERNA Y SERVICIOS RELACIONADOS,SECRETARÍA DE SALUD,"CCNN DE INNOVACION, DESARROLLO, TECNOLOGIAS E INFORMACION EN SALUD",http://www.economia-noms.gob.mx/normas/noms/2010/004ssa32012.pdf
NOM-004-STPS-1999,"SISTEMAS DE PROTECCIÓN Y DISPOSITIVOS DE SEGURIDAD EN LA MAQUINARIA Y  EQUIPO QUE SE UTILICE EN LOS CENTROS DE TRABAJO. (CON LA ENTRADA EN  VIGOR DE LA PRESENTE SE CANCELAN LAS NOM'S 108,109,110,111,112-STPS)",1999-05-31T00:00:00Z,1999-08-23T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION LABORAL,NO APLICA,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/1999/004stps.pdf
NOM-004-ZOO-1994,"CONTROL DE RESIDUOS TÓXICOS EN CARNE, GRASA, HÍGADO Y RIÑÓN DE  BOVINOS, EQUINOS, PORCINOS Y OVINOS.",2001-04-25T00:00:00Z,2001-04-26T00:00:00Z,DEFINITIVA,NO HAY REFERENCIA EN EL TEXTO.,"CARNE (BOVINO, EQUINO, OVINO Y PORCINO)",NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION ZOOSANITARIA (ZOO),http://www.economia-noms.gob.mx/normas/noms/2001/mod004zoo.pdf
NOM-005-CONAGUA-1996,FLUXÓMETROS-ESPECIFICACIONES Y MÉTODOS DE PRUEBA.,1997-07-25T00:00:00Z,1998-01-21T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,FLUXOMETROS,NO APLICA,AGUA Y SUMINISTRO DE GAS POR DUCTOS,SEMARNAT,CCNN DEL SECTOR AGUA (CONAGUA),http://www.economia-noms.gob.mx/normas/noms/1997/005-cna.pdf
NOM-005-ENER-2012,"EFICIENCIA ENERGÉTICA DE LAVADORAS DE ROPA ELECTRODOMÉSTICAS. LÍMITES, MÉTODO DE PRUEBA Y ETIQUETADO.",2012-11-06T00:00:00Z,2013-02-04T00:00:00Z,DEFINITIVA,ESTA NORMA OFICIAL MEXICANA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL.,LAVADORAS,NO APLICA,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/2010/005ener2012.pdf
NOM-005-FITO-1995,POR LA QUE SE ESTABLECE LA CUARENTENA EXTERIOR PARA PREVENIR LA  INTRODUCCIÓN DEL GORGOJO KHAPRA.(CONTIENE 3 MODIFICACIONES),1996-07-04T00:00:00Z,1996-07-05T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,TRIGO,NO APLICA,SERVICIOS RELACIONADOS CON LAS ACTIVIDADES AGROPECUARIAS Y FORESTALES,SAGARPA,CCNN DE PROTECCION FITOSANITARIA (FITO),http://www.economia-noms.gob.mx/normas/noms/1996/005-fito.pdf
NOM-005-PESC-1993,PARA REGULAR EL APROVECHAMIENTO DE LAS POBLACIONES DE LAS DISTINTAS  ESPECIES DE ABULÓN EN AGUAS DE JURISDICCIÓN FEDERAL DE LA PENINSULA DE  BAJA CALIFORNIA.,1993-12-21T00:00:00Z,1993-12-22T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,ABULÓN,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1993/005pesc.pdf
NOM-005-SCFI-2011,"INSTRUMENTOS DE MEDICIÓN-SISTEMA PARA MEDICIÓN Y DESPACHO DE GASOLINA Y OTROS COMBUSTIBLES LÍQUIDOS-ESPECIFICACIONES, MÉTODOS DE PRUEBA Y DE VERIFICACIÓN.",2012-03-30T00:00:00Z,2012-10-26T00:00:00Z,DEFINITIVA,INTERNATIONAL DYNAMIC MEASURING SYSTEMS FOR LIQUIDS OTHER THAN WATER PART 1,INSTRUMENTOS DE MEDICION,PARCIALMENTE,"FABRICACIÓN DE EQUIPO DE COMPUTACIÓN, COMUNICACIÓN, DE MEDICIÓN Y DE OTROS EQUIPOS, COMPONENTES Y AC",SECRETARÍA DE ECONOMÍA,"CCNN DE SEG. AL USUARIO, INF. COMERCIAL Y PRACTICAS DE COMERCIO (SCFI)",http://www.economia-noms.gob.mx/normas/noms/2010/005scfimod2013.pdf
NOM-005-SCT/2008,"INFORMACIÓN DE EMERGENCIA PARA EL TRANSPORTE DE SUBSTANCIAS, MATERIALES Y RESIDUOS PELIGROSOS",2008-08-14T00:00:00Z,2008-11-07T00:00:00Z,DEFINITIVA,"GUÍA DE RESPUESTA EN CASO DE EMERGENCIA, DEPARTAMENTO DE TRANSPORTE DE LOS ESTADOS UNIDOS DE AMÉRICA",MATERIALES PELIGROSOS,TOTALMENTE,SERVICIOS RELACIONADOS CON EL TRANSPORTE,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE TERRESTRE (SCT2),http://www.economia-noms.gob.mx/normas/noms/2008/005sct2008.pdf
NOM-005-SCT1-1993,"ESPECIFICACIONES Y REQUERIMIENTOS PARA LA INSTALACIÓN Y OPERACIÓN DE  SISTEMAS DE TELEVISIÓN POR CABLE. (PARA SABER LA FECHA DE VIGENCIA, FAVOR DE CONSULTAR EL TEXTO DE LA NOM)",1993-11-17T00:00:00Z,1994-01-16T00:00:00Z,DEFINITIVA,SIN REFERENCIA EN EL TEXTO.,EQUIPOS Y SISTEMAS DE COMUNICACION,NO APLICA,"RADIO, TELEVISIÓN Y OTRAS TELECOMUNICACIONES",S. COMUNICACIONES Y TRANSPORTES,CCNN DE TELECOMUNICACIONES (SCT1),http://www.economia-noms.gob.mx/normas/noms/1993/05-sct1.pdf
NOM-005-SCT4-2006,ESPECIFICACIONES TÉCNICAS QUE DEBEN CUMPLIR LOS AROS SALVAVIDAS.,2006-06-15T00:00:00Z,2006-08-14T00:00:00Z,DEFINITIVA,RESOLUCIONES A.689 Y MSC.81 DE LA ORGANIZACIÓN MARÍTIMA INTERNACIONAL,SALVAVIDAS,TOTALMENTE,TRANSPORTE POR AGUA,S. COMUNICACIONES Y TRANSPORTES,CCNN DE TRANSPORTE MARITIMO Y PUERTOS (SCT4),http://www.economia-noms.gob.mx/normas/noms/2006/005sct4_2006.pdf
NOM-005-SEMARNAT-1997,"QUE ESTABLECE LOS PROCEDIMIENTOS, CRITERIOS Y ESPECIFICACIONES PARA  REALIZAR EL APROVECHAMIENTO, TRANSPORTE Y ALMACENAMIENTO DE CORTEZA,  TALLOS Y PLANTAS COMPLETAS DE VEGETACIÓN FORESTAL.",1997-05-20T00:00:00Z,1997-05-21T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,PROTECCION VEGETAL,NO APLICA,APROVECHAMIENTO FORESTAL,SEMARNAT,CCNN DEL MEDIO AMBIENTE Y RECURSOS NATURALES,http://www.economia-noms.gob.mx/normas/noms/1997/05recnat.pdf
NOM-005-SESH-2010,EQUIPOS DE CARBURACIÓN DE GAS L.P. EN MOTORES DE COMBUSTIÓN INTERNA. INSTALACIÓN Y MANTENIMIENTO.,2010-11-26T00:00:00Z,2011-01-25T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,VEHÍCULOS AUTOMOTORES,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SECRETARÍA DE ENERGÍA,CCNN EN MATERIA DE HIDROCARBUROS,http://www.economia-noms.gob.mx/normas/noms/2010/005sesh2010.pdf
NOM-005-SSA1-1993,SALUD AMBIENTAL. PIGMENTOS DE CROMATO DE PLOMO Y DE CROMOMOLIBDATO DE  PLOMO. EXTRACCIÓN Y DETERMINACIÓN DE PLOMO SOLUBLE. MÉTODOS DE PRUEBA.,1994-11-17T00:00:00Z,1994-11-18T00:00:00Z,DEFINITIVA,ISO-3711-1990,PIGMENTOS,TOTALMENTE,MANEJO DE DESECHOS Y SERVICIOS DE REMEDIACIÓN,SECRETARÍA DE SALUD,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/1994/005-ssa1.pdf
NOM-005-SSA2-1993,DE LOS SERVICIOS DE PLANIFICACIÓN FAMILIAR.,1994-05-30T00:00:00Z,1994-05-31T00:00:00Z,DEFINITIVA,POR FAVOR CONSULTE EL TEXTO.,SERVICIOS,NO APLICA,OTROS SERVICIOS DE ASISTENCIA SOCIAL,SECRETARÍA DE SALUD,CCNN DE PREVENCION Y CONTROL DE ENFERMEDADES (SSA2).,http://www.economia-noms.gob.mx/normas/noms/1994/005-ssa2.pdf
NOM-005-SSA3-2010,QUE ESTABLECE LOS REQUISITOS MÍNIMOS DE INFRAESTRUCTURA Y EQUIPAMIENTO DE ESTABLECIMIENTOS PARA LA ATENCIÓN MÉDICA DE PACIENTES AMBULATORIOS.,2010-08-16T00:00:00Z,2010-10-15T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,SERVICIOS,NO APLICA,HOSPITALES,SECRETARÍA DE SALUD,"CCNN DE INNOVACION, DESARROLLO, TECNOLOGIAS E INFORMACION EN SALUD",http://www.economia-noms.gob.mx/normas/noms/2010/005ssa32010.pdf
NOM-005-STPS-1998,"RELATIVA A LAS CONDICIONES DE SEGURIDAD E HIGIENE EN LOS CENTROS DE  TRABAJO PARA EL MANEJO, TRANSPORTE Y ALMACENAMIENTO DE SUSTANCIAS  QUÍMICAS PELIGROSAS.",1999-02-02T00:00:00Z,1999-04-28T00:00:00Z,DEFINITIVA,ESTA NORMA NO CONCUERDA CON NINGUNA NORMA INTERNACIONAL.,PROTECCION LABORAL,NO APLICA,ACTIVIDADES DEL GOBIERNO,SECRETARÍA DE TRABAJO Y PREVISIÓN SOCIAL,CCNN DE SEGURIDAD Y SALUDA EN EL TRABAJO (STPS),http://www.economia-noms.gob.mx/normas/noms/1999/005stps.pdf
NOM-006-CONAGUA-1997,FOSAS SÉPTICAS PREFABRICADAS-ESPECIFICACIONES Y MÉTODOS DE PRUEBA,1999-01-29T00:00:00Z,1999-01-30T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA,FOSAS SEPTICAS PREFABRICADAS.,NO APLICA,OTRAS INDUSTRIAS MANUFACTURERAS,SEMARNAT,CCNN DEL SECTOR AGUA (CONAGUA),http://www.economia-noms.gob.mx/normas/noms/1999/006cna.pdf
NOM-006-ENER-1995,EFICIENCIA ENERGÉTICA ELECTROMECÁNICA EN SISTEMAS DE BOMBEO PARA POZO  PROFUNDO EN OPERACIÓN-LÍMITES Y MÉTODOS DE PRUEBA.,1995-11-09T00:00:00Z,1996-11-10T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA ALGUNA.,SERVICIOS,NO APLICA,FABRICACIÓN DE EQUIPO DE GENERACIÓN ELÉCTRICA Y APARATOS Y ACCESORIOS ELÉCTRICOS,SECRETARÍA DE ENERGÍA,CCNN PARA LA PRESERVACION Y USO RACIONAL DE LOS RECURSOS ENERGETICOS (ENER),http://www.economia-noms.gob.mx/normas/noms/1995/006-ener.pdf
NOM-006-PESC-1993.,"PARA REGULAR EL APROVECHAMIENTO DE TODAS LAS ESPECIES DE LANGOSTA EN  LAS AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE MÉXICO Y MAR CARIBE,  ASÍ COMO DEL OCÉANO PACIFICO.CONTIENE LAS MODIFICACIONES DEL 15/06/2007 Y DEL 12/10/2009)
",1993-12-31T00:00:00Z,1994-01-01T00:00:00Z,DEFINITIVA,NO EXISTE CONCORDANCIA.,LANGOSTA,NO APLICA,"PESCA, CAZA Y CAPTURA",SAGARPA,CCNN DE NORMALIZACIÓN AGROALIMENTARIA (SAGARPA),http://www.economia-noms.gob.mx/normas/noms/1993/006pesc.pdf
NOM-006-SCFI-2012,BEBIDAS ALCOHÓLICAS-TEQUILA-ESPECIFICACIONES. (CONTIENE UNA MODIFICACIÓN PUBLICADA EL 13/12/2012),2012-12-13T00:00:00Z,2013-02-11T00:00:00Z,DEFINITIVA,NO SE ESTABLECE CONCORDANCIA CON NORMAS INTERNACIONALES.,TEQUILA,NO APLICA,INDUSTRIA DE LAS BEBIDAS Y DEL TABACO,SECRETARÍA DE ECONOMÍA,CCNN DE REGULACION Y FOMENTO SANITARIO (SSA1),http://www.economia-noms.gob.mx/normas/noms/2010/006scfi2012m.pdf
